TXS,,,NGC,,,
m_DM [GeV], g_{SM} g_{Chi} Chi 1 Scattering, g_{SM} g_{Chi} Chi 2 Scattering,m_DM [GeV], g_{SM} g_{Chi} Chi 1 Scattering, g_{SM} g_{Chi} Chi 2 Scattering,
1e-05,2.4682645369065075e-07,2.4682645639672017e-07,1e-05,2.3999603850258817e-07,2.399960411337727e-07,
0.0001,2.466164251655989e-05,2.466164182718611e-05,0.0001,2.3979182208562276e-05,2.3979181538265505e-05,
0.001,0.0019615754919174487,0.0019614113651052765,0.001,0.001907292918748381,0.0019071333338086614,
0.01,0.029365484031865497,0.029311886244445782,0.01,0.02855285457040814,0.028500739991679246,
0.1,0.6369978960197096,0.6315346580178607,0.1,0.6193702874766237,0.6140582333663952,
1.0,65.33357863936875,41.0582667538832,1.0,63.52560602883115,39.92206354455163,
10.0,25729.766405494636,1190.8004924715724,10.0,25017.747962521524,1157.8475344392693,
100.0,5674737.423457,12357.450153649757,100.0,5517700.719708758,12015.48309966047,
1000.0,589929131.6198255,123619.95589854242,1000.0,573604054.4644135,120199.02750253148,
10000.0,9303437867.675049,1236204.1377236897,10000.0,9045984331.547163,1201994.7270564025,
100000.0,93560380337.7757,12362044.200581802,100000.0,90971288960.79959,12019950.015778655,
